task_id	question	task	true_answer	file_name	file_path	Annotator Metadata
076c8171-9b3b-49b9-a477-244d2a532826	The attached file contains a list of vendors in the Liminal Springs mall, along with each vendor’s monthly revenue and the rent they pay the mall. I want you to find the vendor that makes the least money, relative to the rent it pays. Then, tell me what is listed in the “type” column for that vendor.	2	Finance	data/gaia/validation/076c8171-9b3b-49b9-a477-244d2a532826.xlsx	/root/.cache/huggingface/hub/datasets--gaia-benchmark--GAIA/snapshots/897f2dfbb5c952b5c3c1509e648381f9c7b70316/2023/validation/076c8171-9b3b-49b9-a477-244d2a532826.xlsx	{'Steps': '1. Open the attached spreadsheet.\n2. Write formulas that divide each row’s revenue by its rent. This will tell me how much each vendor makes relative to its rent.\n3. Note the value in the type column for the lowest result, Finance.', 'Number of steps': '3', 'How long did this take?': '5 minutes', 'Tools': '1. Microsoft Excel\n2. Calculator', 'Number of tools': '2'}
ad37a656-079a-49f9-a493-7b739c9167d1	On July 15, 2008, Phys.org published an article about a catastrophe. Find the explosive force of this catastrophe according to Encyclopedia Britannica, then find the name of the US nuclear test that had the same yield. Your answer should only be the last word of the name of the test.	2	Bravo			"{'Steps': '1. Search for ""phys org archive""\n2. Click on the link for https://phys.org/archive\n3. Naviage to July 15, 2008\n4. Search the articles for an article that mentions ""catastrophe""\n5. Note the name of the event (Tunguska catastrophe)\n6. Search for ""Tunguska catastrophe britannica""\n7. Click on the link for Tunguska event\n8. Locate the explosive force in the article (15 megatons)\n9. Search for ""us nuclear test 15 megatons""\n10. Record the last word of the name of the test in the search results.', 'Number of steps': '10', 'How long did this take?': '4 minutes', 'Tools': '1. Web browser\n2. Search engine', 'Number of tools': '2'}"
544b7f0c-173a-4377-8d56-57b36eb26ddf	In Valentina Re’s contribution to the 2017 book “World Building: Transmedia, Fans, Industries”, what horror movie does the author cite as having popularized metalepsis between a dream world and reality? Use the complete name with article if any.	2	A Nightmare on Elm Street			{'Steps': '1. Search the web for “world building transmedia fans industries”.\n2. Click link to PDF of the book.\n3. Navigate to the Media Cited section of the essay written by Valentina Re.\n4. Identify the horror movie, A Nightmare on Elm Street.\n5. Navigate to its mention in the essay, to confirm that it does relate to metalepsis from a dream world.', 'Number of steps': '5', 'How long did this take?': '5-10 minutes', 'Tools': '1. Search engine\n2. Web browser\n3. PDF viewer', 'Number of tools': '3'}
87c610df-bef7-4932-b950-1d83ef4e282b	In April of 1977, who was the Prime Minister of the first place mentioned by name in the Book of Esther (in the New International Version)?	2	Morarji Desai			{'Steps': '1. Search the web for “Book of Esther NIV”.\n2. Click search result to read the text of the first chapter.\n3. Note the first place named, India.\n4. Search the web for “prime ministers of India list”.\n5. Click Wikipedia result.\n6. Scroll down to find the prime minister during the specified timeframe, Morarji Desai.', 'Number of steps': '6', 'How long did this take?': '5 minutes', 'Tools': '1. Search engine\n2. Web browser', 'Number of tools': '2'}
3ff6b7a9-a5bd-4412-ad92-0cd0d45c0fee	The longest-lived vertebrate is named after an island.  According to Wikipedia as of January 1, 2021, what is the 2020 estimated population of that island, to the nearest thousand?	2	56000			"{'Steps': '1. Do a web search for ""longest-lived vertebrate""\n2. Find the answer, ""Greenland shark""\n3. Find the Wikipedia entry for Greenland\n4. Look at the first revision dated January 1, 2021\n5. Find the 2020 population estimate, 56081\n6. Round to the nearest thousand, 56000', 'Number of steps': '6', 'How long did this take?': '30 minutes', 'Tools': '1. Web browser\n2. Search engine\n3. Access to Wikipedia\n4. Natural language processor', 'Number of tools': '4'}"
8131e2c0-0083-4265-9ce7-78c2d568425d	I was trying to remember how well the Cheater Beater performed in comparison to the Cheater when James tested it on his channel. I know that the Cheater still outperformed the Cheater Beater in terms of CFM. Could you please look that up for me, and report the CFM of both the Cheater and the Cheater Beater? I'm not sure if he made any changes to his testing, but this was back in season 4, so just report the value from that season. Please format your response like this: CFM number for Cheater, CFM number for Cheater beater	3	101.376, 84.348			"{'Steps': 'Step 1: Using a web browser, navigate to a search engine and conduct a search: ""James Cheater Cheater Beater CFM Season 4""\nStep 2: Finding no relevant result, navigate to a search engine and conduct another search: ""Cheater Beater Season 4""\nStep 3: Navigate to the first search result, https://www.youtube.com/watch?v=2vq3COPZbKo\nStep 4: Evaluate the YouTube page, noting that the video description identifies the video content comparing the performance of computer fans to a fan referred to as the ""cheater""\nStep 5: Follow the link to the YouTube channel Major Hardware, https://www.youtube.com/@MajorHardware\nStep 6: Navigate to the About tab link, https://www.youtube.com/@MajorHardware/about\nStep 7: Evaluate the content, noting that the page identifies the operator of the channel as James\nStep 8: Navigate to a search engine and conduct a search, ""James Major Hardware Cheater Beater""\nStep 9: Navigate to the first result, identical to the result from step 3 above, https://www.youtube.com/watch?v=2vq3COPZbKo\nStep 10: Search the page for CFM, finding no result\nStep 11: Load the video content and review it\nStep 12: Note an onscreen text element identifying a fan as ""CALL SIGN: CHEATER BEATER"" at timestamp 224\nStep 13: Note an onscreen table identifying the performance of various fans tested during season four, at timestamp 485\nStep 14: Evaluate the table content, identifying an entry for a fan named ""Cheater"" and a fan named ""Cheater Beater""\nStep 15: Evaluate the table content, identifying that the data for both fans were recorded in season 4, S4E1 for Cheater, S4E6 for Cheater Beater\nStep 16: Record the data from the CFM column for the two fans, ""Cheater: 101.376"", and ""Cheater Beater: 84.348""\nStep 17: Report the correct response to my user:\n""Cheater: 101.376\nCheater Beater: 84.348""', 'Number of steps': '17', 'How long did this take?': '15 minutes', 'Tools': '1. A web browser\n2. A search engine\n3. Image recognition tools', 'Number of tools': '3'}"
50f58759-7bd6-406f-9b0d-5692beb2a926	How many times was a Twitter/X post cited as a reference on the english Wikipedia pages for each day of August in the last June 2023 versions of the pages?	3	3			"{'Steps': '1. Searched ""August Wikipedia"" on Google search.\n2. Opened the Wikipedia page for the month of August.\n3. Clicked on ""View history"" on the ""August 1"" page.\n4. Went back to the last edited version prior to July 2023.\n5. Checked the references for Twitter posts.\n6. Repeated the process for each day of August.\n7. Counted the Twitter posts found.', 'Number of steps': '7', 'How long did this take?': '8 minutes', 'Tools': '1. Web browser\n2. Search engine', 'Number of tools': '2'}"
676e5e31-a554-4acc-9286-b60d90a92d26	"In July 2, 1959 United States standards for grades of processed fruits, vegetables, and certain other products listed as dehydrated, consider the items in the ""dried and dehydrated section"" specifically marked as dehydrated along with any items in the Frozen/Chilled section that contain the whole name of the item, but not if they're marked Chilled. As of August 2023, what is the percentage (to the nearest percent) of those standards that have been superseded by a new version since the date given in the 1959 standards?"	3	86			"{'Steps': '1. Searched ""July 2, 1959 United States standards for grades of processed fruits, vegetables, and certain other products"" on Google.\n2. Opened https://upload.wikimedia.org/wikipedia/commons/0/06/United_States_standards_for_grades_of_processed_fruits%2C_vegetables%2C_and_certain_other_products_%28as_of_July_2%2C_1959%29_%28IA_unitedstatesstan14unit_4%29.pdf.\n3. Scrolled to the ""DRIED or DEHYDRATED"" section.\n4. Opened a new tab and searched ""united states standards for grades of dehydrated apples"".\n5. Opened https://www.ams.usda.gov/grades-standards/dehydrated-apples-grades-and-standards.\n6. Opened the ""U.S. Grade Standards for Dehydrated Apples (pdf)"" PDF.\n7. Checked the date against the 1959 standards.\n8. Repeated steps 4-7 for all dehydrated items in the ""DRIED or DEHYDRATED"" section:\n9. Grapefruit Juice, updated (running tally: 2/2)\n10. Orange Juice, updated (running tally: 3/3)\n11. Found all versions of the dehydrated items in Frozen or Chilled, except those marked Chilled: Apples; Grapefruit Juice, Concentrated; Grapefruit Juice and Orange Juice, Concentrated, Blended; Orange Juice, Concentrated\n12. Repeated steps 4-7 all those versions:\n13. Apples, not updated (running tally: 3/4)\n14. Grapefruit Juice, Concentrated, updated (running tally: 4/5)\n15. Grapefruit Juice and Orange Juice, Concentrated, Blended, updated (running tally: 5/6)\n16. Orange Juice, Concentrated, updated (running tally: 6/7)\n17. Calculated the percentage (6 / 7 * 100% = 85.7%).\n18. Rounded to the nearest percent (86%).', 'Number of steps': '14', 'How long did this take?': '20 minutes', 'Tools': '1. Web browser\n2. Search engine\n3. PDF access\n4. Calculator', 'Number of tools': '4'}"
0512426f-4d28-49f0-be77-06d05daec096	In the YouTube 360 VR video from March 2018 narrated by the voice actor of Lord of the Rings' Gollum, what number was mentioned by the narrator directly after dinosaurs were first shown in the video?	3	100000000			"{'Steps': '1. Searched ""gollum voice actor"" on Google search.\n2. Noted the answer.\n3. Searched ""youtube 360 vr andy serkis"" on Google search.\n4. Opened the top result (We Are Stars with Andy Serkis - 360 VR Video).\n5. Confirmed the date was in March 2018.\n6. Watched the video until dinosaurs appeared (approximately 8:45).\n7. Recorded the narrated number.', 'Number of steps': '7', 'How long did this take?': '15 minutes', 'Tools': '1. Search engine\n2. Web browser\n3. Audio capability\n4. Video capability', 'Number of tools': '4'}"
c526d8d6-5987-4da9-b24c-83466fa172f3	In the NIH translation of the original 1913 Michaelis-Menten Paper, what is the velocity of a reaction to four decimal places using the final equation in the paper based on the information for Reaction 7 in the Excel file?	3	0.0424	data/gaia/validation/c526d8d6-5987-4da9-b24c-83466fa172f3.xlsx	/root/.cache/huggingface/hub/datasets--gaia-benchmark--GAIA/snapshots/897f2dfbb5c952b5c3c1509e648381f9c7b70316/2023/validation/c526d8d6-5987-4da9-b24c-83466fa172f3.xlsx	"{'Steps': '1. Searched ""NIH translation 1913 Michaelis-Menten Paper"" on Google.\n2. Opened ""The Original Michaelis Constant: Translation of the 1913 Michaelis-Menten Paper"" on the NIH website.\n3. Scrolled down to the final equation: v = (km ⋅ [S]) / (1 + (km/kcat) ⋅ [S]).\n4. Opened the Excel file.\n5. Searched ""Michaelis-Menten equation"" on Google to find the meaning of the variables.\n6. Opened the Wikipedia ""Michaelis–Menten kinetics"" page.\n7. Noted v = reaction rate (velocity of reaction) and kcat = catalytic rate constant (catalytic constant).\n8. Returned to the NIH paper and found km = Menten constant and [S] = substrate concentration.\n9. Plugged reaction 7\'s values from the Excel file into the equation: v = (0.052 * 72.3) / (1 + (0.052 / 0.0429) * 72.3) = 0.042416.\n10. Rounded to four decimal places (0.0424).', 'Number of steps': '10', 'How long did this take?': '20 minutes', 'Tools': '1. Excel file access\n2. Web browser\n3. Search engine\n4. Calculator', 'Number of tools': '4'}"
72c06643-a2fa-4186-aa5c-9ec33ae9b445	What is the volume in milliliters of a system comprised of 0.312 kg Freon-12 refrigerant when placed at the bottom of the Marianas Trench and allowed to stabilize at the Trench's peak temperature, rounded to the nearest mL? Provide your answer as just an integer value.	3	55			"{'Steps': '1. Searched ""volume from pressure, temperature, mass"" on Google.\n2. Opened the ""Specific Volume: Definition, Formulas, Examples - ThoughtCo"" page.\n3. Noted that PV = nRT where V is volume, R is the ideal gas constant, T is temperature, P is pressure, and M is moles.\n4. Followed the ""gas constant"" link.\n5. Noted that R = 8.31446261815324 J/K-mol.\n6. Searched ""Freon-12"" on Google.\n7. Opened the ""Dichlorodifluoromethane"" on Wikipedia.\n8. Noted the molar mass of 120.91 g/mol.\n9. Converted 0.312 kg = 312 g.\n10. Calculated moles: 312 g / 120.91 g/mol = 2.58 mol.\n11. Searched ""Marianas Trench pressure"" on Google.\n12. Noted the pressure in the featured text snippet of 15,750 psi.\n13. Searched ""psi to atm"" on Google.\n14. Noted 1 psi = 0.068046 atm.\n15. Converted psi to atm: 15,750 * 0.068046 = 1071.7245 atm.\n16. Searched ""Marianas Trench temperature"" on Google.\n17. Noted the temperature range from 34-39F.\n18. Searched ""F to K"" on Google.\n19. Noted that K equals F plus 459.67 times 5/9 from the conversion tool.\n20. Converted temperature to K: 39 + 459.67 * 5/9 = 277.039K.\n21. Searched ""joules to atm"" on Google and noted the conversion of 1 Joule = 0.0098692326671601 Liter Atmosphere from the featured text snippet.\n22. Converted 8.31446261815324 * 0.0098692326671601 = 0.08205736608096 L-atm/K-mol.\n21. Changed PV = nRT to V = nRT/P\n22. Plugged numbers into the ideal gas equation: V = (0.08205736608096 L-atm/K-mol * 277.039K * 2.58 mol) / (1071.7245 atm) = 0.05473 L.\n23. Converted to mL: 0.05473 L = 54.73.\n24. Rounded to the nearest mL.', 'Number of steps': '24', 'How long did this take?': '20 minutes', 'Tools': '1. Web browser\n2. Search engine\n3. Calculator', 'Number of tools': '3'}"
8d46b8d6-b38a-47ff-ac74-cda14cf2d19b	What percentage of the total penguin population according to the upper estimates on english Wikipedia at the end of 2012 is made up by the penguins in this file that don't live on Dream Island or have beaks longer than 42mm? Round to the nearest five decimal places.	3	0.00033	data/gaia/validation/8d46b8d6-b38a-47ff-ac74-cda14cf2d19b.csv	/root/.cache/huggingface/hub/datasets--gaia-benchmark--GAIA/snapshots/897f2dfbb5c952b5c3c1509e648381f9c7b70316/2023/validation/8d46b8d6-b38a-47ff-ac74-cda14cf2d19b.csv	"{'Steps': '1. Opened the file in Excel.\n2. Counted the penguins that are not on Dream Island with bills shorter than 42mm using `COUNTIFS(C1:C345, "">42"", B1:B345, ""<>Dream"")` (132).\n3. Searched ""wikipedia penguin populations"" on Google search.\n4. Opened the ""List of Sphenisciformes by population"" Wikipedia page.\n5. Clicked ""View history"" to see the history of the page.\n6. Opened the last 2012 version.\n7. Added up the penguin species populations (39808770).\n8. Calculated the percentage (132 / 39808770 * 100% = 0.00033158%).\n9. Converted to scientific notation (3.3 x 10^-4%).', 'Number of steps': '9', 'How long did this take?': '15 minutes', 'Tools': '1. CSV file access\n2. Web browser\n3. Search engine\n4. Calculator (or use Excel)', 'Number of tools': '4'}"
bec74516-02fc-48dc-b202-55e78d0e17cf	What is the average number of pre-2020 works on the open researcher and contributor identification pages of the people whose identification is in this file?	3	26.4	data/gaia/validation/bec74516-02fc-48dc-b202-55e78d0e17cf.jsonld	/root/.cache/huggingface/hub/datasets--gaia-benchmark--GAIA/snapshots/897f2dfbb5c952b5c3c1509e648381f9c7b70316/2023/validation/bec74516-02fc-48dc-b202-55e78d0e17cf.jsonld	{'Steps': '1. Opened the JSONLD file.\n2. Opened each ORCID ID.\n3. Counted the works from pre-2022.\n4. Took the average: (54 + 61 + 1 + 16 + 0) / 5 = 132 / 5 = 26.4.', 'Number of steps': '4', 'How long did this take?': '15 minutes', 'Tools': '1. Web browser\n2. Search engine\n3. Calculator\n4. JSONLD file access', 'Number of tools': '4'}
